,station_number,month,mean_temp,mean_dew_point,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,rain
45,294560,12,3.5999999046325684,-3.5999999046325684,6.699999809265137,14.399999618530273,17.5,1.7999999523162842,0.07999999821186066,0.0
46,537640,3,23.399999618530273,-3.900000095367432,13.100000381469727,4.699999809265137,7.800000190734862,6.800000190734863,0.0,0.0
47,544360,3,36.20000076293945,13.100000381469727,16.799999237060547,4.400000095367432,9.699999809265137,22.60000038146973,0.0,0.0
48,585560,7,81.0,76.30000305175781,14.199999809265135,3.0999999046325684,7.800000190734862,74.69999694824219,0.03999999910593033,0.0
49,314180,6,58.20000076293945,49.9000015258789,31.10000038146973,3.0999999046325684,5.800000190734863,46.0,0.31000000238418574,0.0
50,612770,4,93.5999984741211,53.099998474121094,11.5,3.200000047683716,6.0,78.80000305175781,0.0,0.0
51,578320,12,45.79999923706055,40.5,7.199999809265137,1.100000023841858,3.900000095367432,35.79999923706055,0.0,1.0
52,353610,5,70.5,44.0,17.200000762939453,11.100000381469727,15.5,58.099998474121094,0.0,0.0
53,14770,2,23.899999618530273,22.60000038146973,14.399999618530273,1.7999999523162842,1.899999976158142,20.5,0.0,1.0
54,360210,3,13.100000381469727,11.800000190734865,6.699999809265137,8.300000190734863,11.699999809265135,3.200000047683716,0.0,0.0
55,228020,12,25.5,22.299999237060547,3.900000095367432,6.900000095367432,11.699999809265135,24.29999923706055,0.07000000029802321,0.0
56,523780,4,46.5,-8.699999809265137,4.300000190734863,21.899999618530273,35.0,35.400001525878906,0.0,0.0
57,351330,9,52.0,50.4000015258789,9.5,6.400000095367432,7.800000190734862,47.29999923706055,0.2800000011920929,0.0
58,215040,3,-8.100000381469727,-12.600000381469727,10.699999809265137,15.800000190734865,19.399999618530273,-11.699999809265135,0.0,0.0
59,983280,5,67.09999847412111,64.09999847412111,6.699999809265137,2.799999952316284,5.800000190734863,60.4000015258789,0.5099999904632568,1.0
60,577450,10,52.79999923706055,51.20000076293945,4.900000095367432,2.200000047683716,3.900000095367432,49.79999923706055,0.3499999940395355,0.0
61,285520,1,-9.0,-12.5,2.200000047683716,2.200000047683716,3.900000095367432,-16.799999237060547,0.0,0.0
62,215040,4,-7.300000190734862,-11.899999618530273,13.199999809265135,14.199999809265135,25.29999923706055,-20.700000762939453,0.0,0.0
63,80270,8,64.5,63.70000076293945,1.7000000476837158,9.899999618530272,15.0,59.0,1.2599999904632568,1.0
64,306320,2,-2.799999952316284,-6.5,14.0,3.299999952316284,7.800000190734862,-7.599999904632568,0.0,0.0
65,703860,3,42.400001525878906,40.29999923706055,5.5,4.300000190734863,6.0,39.900001525878906,0.3899999856948853,1.0
66,302630,3,11.100000381469727,0.10000000149011612,31.10000038146973,3.5999999046325684,5.800000190734863,-4.5,0.0,0.0
67,377350,9,71.0999984741211,61.79999923706055,11.699999809265135,2.299999952316284,3.900000095367432,61.0,0.0,0.0
68,353940,11,22.200000762939453,11.699999809265135,28.399999618530273,7.800000190734862,15.5,12.399999618530273,0.0,0.0
69,10530,2,40.099998474121094,29.60000038146973,11.5,16.100000381469727,22.0,34.900001525878906,0.0,0.0
70,30280,8,56.4000015258789,50.5,29.29999923706055,1.7000000476837158,1.899999976158142,50.70000076293945,0.0,0.0
71,245850,6,53.5,38.70000076293945,25.70000076293945,3.299999952316284,9.699999809265137,42.29999923706055,0.0,0.0
72,314390,12,3.0999999046325684,-0.699999988079071,31.10000038146973,1.399999976158142,3.900000095367432,-10.5,0.0,0.0
73,594310,2,45.599998474121094,43.0,11.899999618530273,1.7000000476837158,3.900000095367432,43.29999923706055,0.07999999821186066,0.0
74,610990,12,78.0,41.099998474121094,5.300000190734863,0.30000001192092896,1.899999976158142,66.19999694824217,0.0,0.0
75,594560,2,48.9000015258789,31.70000076293945,15.699999809265135,8.300000190734863,11.699999809265135,40.5,0.0,0.0
76,569690,12,63.599998474121094,57.5,7.099999904632568,0.8000000119209291,1.899999976158142,53.099998474121094,0.0,1.0
77,919440,12,80.69999694824219,70.9000015258789,15.100000381469727,8.800000190734863,12.0,75.4000015258789,0.0,0.0
78,619760,5,77.0999984741211,73.19999694824219,8.600000381469727,17.5,18.100000381469727,69.80000305175781,0.119999997317791,0.0
79,623060,7,79.5,70.5,5.0,14.699999809265135,20.0,73.80000305175781,0.0,0.0
80,577930,12,52.70000076293945,41.79999923706055,6.099999904632568,3.0999999046325684,5.800000190734863,38.29999923706055,0.0,0.0
81,670950,2,79.30000305175781,74.30000305175781,12.399999618530273,4.0,12.0,72.9000015258789,1.0199999809265137,0.0
82,114060,7,54.20000076293945,47.70000076293945,8.300000190734863,5.800000190734863,9.699999809265137,49.79999923706055,0.0,0.0
83,248430,1,-35.20000076293945,-40.20000076293945,22.200000762939453,0.8000000119209291,3.900000095367432,-47.20000076293945,0.009999999776482582,0.0
84,249180,8,56.20000076293945,54.099998474121094,12.399999618530273,6.699999809265137,9.699999809265137,46.9000015258789,0.07999999821186066,0.0
85,318320,9,58.0,50.79999923706055,16.100000381469727,1.7000000476837158,3.900000095367432,47.5,0.0,1.0
86,572900,8,82.30000305175781,76.80000305175781,9.5,4.199999809265137,5.800000190734863,73.4000015258789,0.0,0.0
87,246520,11,-20.0,-24.60000038146973,5.800000190734863,7.199999809265137,11.699999809265135,-38.0,0.0,0.0
88,387500,12,32.299999237060554,24.79999923706055,6.199999809265137,4.900000095367432,5.800000190734863,25.0,0.0,0.0
89,236060,9,39.20000076293945,38.099998474121094,7.099999904632568,4.699999809265137,9.699999809265137,34.900001525878906,0.239999994635582,1.0
90,568380,6,77.19999694824219,71.0999984741211,15.800000190734865,1.100000023841858,5.800000190734863,71.5999984741211,0.0,0.0
91,915550,10,79.5999984741211,71.9000015258789,16.0,8.399999618530273,9.899999618530272,75.19999694824219,0.0,0.0
92,344090,3,34.400001525878906,26.29999923706055,6.199999809265137,0.30000001192092896,1.899999976158142,32.0,0.0,0.0
93,549450,4,51.9000015258789,43.29999923706055,8.199999809265137,2.799999952316284,3.900000095367432,44.099998474121094,0.0,0.0
94,510870,10,37.0,18.100000381469727,18.600000381469727,1.7000000476837158,7.800000190734862,21.399999618530273,0.0,0.0
95,476040,4,42.0,28.899999618530273,11.5,11.600000381469727,19.0,36.900001525878906,0.07999999821186066,0.0
96,348580,12,13.0,8.699999809265137,9.100000381469727,8.600000381469727,11.699999809265135,7.5,0.0,0.0
97,587260,5,63.79999923706055,60.099998474121094,13.399999618530273,5.800000190734863,13.600000381469727,57.9000015258789,0.07999999821186066,1.0
98,568380,1,51.70000076293945,40.599998474121094,11.199999809265137,4.199999809265137,13.600000381469727,39.599998474121094,0.0,1.0
99,219230,6,33.59999847412109,32.200000762939446,10.5,8.300000190734863,15.5,32.0,0.03999999910593033,0.0
100,673350,10,80.69999694824219,67.0,20.899999618530273,3.0999999046325684,7.800000190734862,66.40000152587889,0.0,0.0
101,919440,10,80.4000015258789,70.0,15.5,11.0,14.0,77.9000015258789,0.0,0.0
102,343190,9,64.5,52.20000076293945,11.800000190734865,2.5999999046325684,5.800000190734863,54.70000076293945,0.0,0.0
103,231030,3,16.600000381469727,12.5,9.399999618530272,7.800000190734862,15.5,8.600000381469727,0.0,0.0
104,155110,4,50.29999923706055,45.599998474121094,8.899999618530273,0.8000000119209291,3.900000095367432,45.29999923706055,0.31000000238418574,0.0
105,539750,6,72.69999694824219,50.099998474121094,10.5,3.900000095367432,13.600000381469727,57.70000076293945,0.0,0.0
106,572900,8,86.0999984741211,79.80000305175781,6.5,2.5,5.800000190734863,78.30000305175781,0.0,0.0
107,283210,8,63.0,56.79999923706055,25.899999618530273,3.900000095367432,7.800000190734862,56.70000076293945,0.0,0.0
108,230320,10,30.20000076293945,27.70000076293945,9.0,13.600000381469727,17.5,24.10000038146973,0.0,0.0
109,240520,8,39.099998474121094,32.700000762939446,30.20000076293945,2.200000047683716,5.800000190734863,31.10000038146973,0.0,0.0
110,360640,6,43.0,36.599998474121094,24.79999923706055,1.399999976158142,3.900000095367432,38.29999923706055,0.2800000011920929,0.0
111,467570,10,74.0999984741211,63.9000015258789,8.5,5.300000190734863,7.0,71.5999984741211,0.0,0.0
112,573060,3,49.4000015258789,45.099998474121094,6.199999809265137,1.100000023841858,3.900000095367432,46.0,0.0,0.0
113,915920,2,76.69999694824219,71.80000305175781,13.399999618530273,7.400000095367431,13.0,71.5999984741211,0.07999999821186066,0.0
114,967430,11,81.4000015258789,75.19999694824219,5.5,4.699999809265137,8.0,77.4000015258789,0.0,0.0
115,166430,5,70.5999984741211,56.70000076293945,11.100000381469727,2.299999952316284,9.899999618530272,55.4000015258789,0.0,0.0
116,413160,2,77.69999694824219,36.400001525878906,6.5,10.699999809265137,16.899999618530273,64.90000152587889,0.0,0.0
117,228920,11,25.60000038146973,20.200000762939453,11.600000381469727,5.0,7.800000190734862,19.899999618530273,0.0,0.0
118,322170,3,27.0,19.100000381469727,17.799999237060547,6.400000095367432,7.800000190734862,13.300000190734865,0.07999999821186066,0.0
119,318250,1,-13.399999618530273,-19.899999618530273,31.10000038146973,1.100000023841858,3.900000095367432,-26.10000038146973,0.0,0.0
120,234840,4,-10.699999809265137,-16.100000381469727,12.399999618530273,3.900000095367432,7.800000190734862,-33.0,0.03999999910593033,0.0
121,484310,12,73.30000305175781,60.599998474121094,2.700000047683716,1.7000000476837158,6.0,62.20000076293945,0.0,0.0
122,234260,2,-11.199999809265137,-19.899999618530273,24.20000076293945,2.200000047683716,5.800000190734863,-23.79999923706055,0.0,0.0
123,10620,6,32.700000762939446,30.20000076293945,15.100000381469727,5.599999904632568,9.899999618530272,31.29999923706055,0.0,1.0
124,224710,10,36.099998474121094,32.5,21.5,3.900000095367432,5.800000190734863,33.09999847412109,0.0,0.0
125,60520,6,54.20000076293945,45.9000015258789,13.800000190734865,12.5,15.899999618530273,49.599998474121094,0.0,0.0
126,285880,12,-37.79999923706055,-42.79999923706055,27.399999618530273,3.299999952316284,5.800000190734863,-43.20000076293945,0.0,0.0
127,949960,6,62.599998474121094,55.599998474121094,27.5,7.699999809265136,9.899999618530272,59.70000076293945,0.03999999910593033,0.0
128,292630,8,67.09999847412111,53.70000076293945,8.300000190734863,3.299999952316284,5.800000190734863,49.099998474121094,0.0,0.0
129,725875,7,73.30000305175781,36.20000076293945,24.899999618530273,5.599999904632568,11.100000381469727,45.0,0.0,0.0
130,590460,7,88.5,74.4000015258789,16.899999618530273,6.400000095367432,9.699999809265137,80.80000305175781,0.0,0.0
131,571930,7,77.80000305175781,66.0,12.399999618530273,3.0999999046325684,5.800000190734863,68.69999694824217,0.0,0.0
132,822810,3,80.0999984741211,76.30000305175781,11.699999809265135,6.599999904632568,8.0,73.5999984741211,0.10999999940395357,0.0
133,542730,11,42.900001525878906,32.09999847412109,11.899999618530273,2.5,7.800000190734862,30.899999618530273,0.0,0.0
134,319420,11,30.899999618530273,21.799999237060547,18.600000381469727,4.699999809265137,7.800000190734862,21.600000381469727,0.05000000074505806,0.0
135,334950,4,51.20000076293945,28.20000076293945,12.699999809265135,4.199999809265137,5.800000190734863,37.20000076293945,0.0,0.0
136,598550,12,71.4000015258789,68.0,7.699999809265136,6.699999809265137,9.699999809265137,66.90000152587889,0.0,0.0
137,433290,9,76.5999984741211,75.69999694824219,2.799999952316284,1.100000023841858,1.899999976158142,75.19999694824219,0.20000000298023224,0.0
138,234260,12,7.199999809265137,2.0999999046325684,26.79999923706055,6.400000095367432,13.600000381469727,1.600000023841858,0.0,0.0
139,400220,4,57.5,48.5,8.899999618530273,6.0,11.100000381469727,50.70000076293945,0.0,0.0
140,570060,6,62.79999923706055,58.599998474121094,5.800000190734863,0.8000000119209291,1.899999976158142,59.4000015258789,0.20000000298023224,0.0
141,619860,7,71.80000305175781,65.59999847412111,12.899999618530273,16.100000381469727,18.100000381469727,69.30000305175781,0.0,0.0
142,865300,2,76.0,72.19999694824219,5.699999809265137,3.200000047683716,8.0,71.19999694824219,0.5899999737739563,0.0
143,289090,3,20.700000762939453,15.300000190734865,5.099999904632568,2.200000047683716,5.800000190734863,10.0,0.0,0.0
144,235030,8,47.599998474121094,43.900001525878906,13.199999809265135,5.300000190734863,7.800000190734862,41.900001525878906,0.07999999821186066,0.0
145,64080,4,45.4000015258789,33.400001525878906,4.199999809265137,4.199999809265137,6.0,31.60000038146973,0.0,1.0
146,273930,12,-0.8000000119209291,-4.099999904632568,4.099999904632568,3.299999952316284,3.900000095367432,-10.100000381469727,0.0,0.0
147,475840,11,44.400001525878906,40.5,6.599999904632568,5.099999904632568,11.100000381469727,35.09999847412109,0.6299999952316284,0.0
148,569690,9,75.5999984741211,71.0,11.5,0.8000000119209291,3.900000095367432,70.30000305175781,0.019999999552965164,0.0
149,309780,11,7.400000095367431,1.899999976158142,31.10000038146973,1.399999976158142,3.900000095367432,-2.200000047683716,0.0,0.0
150,302460,3,-2.799999952316284,-10.699999809265137,20.799999237060547,1.100000023841858,1.899999976158142,-29.70000076293945,0.0,0.0
151,934010,10,58.099998474121094,52.0,12.399999618530273,12.800000190734865,20.0,53.4000015258789,0.0,0.0
152,13780,6,52.70000076293945,43.599998474121094,42.599998474121094,3.400000095367432,5.099999904632568,44.599998474121094,0.0,0.0
153,348800,9,67.40000152587889,54.5,6.199999809265137,11.399999618530273,15.5,39.20000076293945,0.0,0.0
154,26260,5,50.79999923706055,38.79999923706055,3.5,1.0,2.900000095367432,36.099998474121094,0.0,1.0
155,295620,5,47.5,45.9000015258789,9.899999618530272,3.5999999046325684,3.900000095367432,41.70000076293945,0.239999994635582,0.0
156,10620,2,26.29999923706055,25.79999923706055,9.300000190734863,3.299999952316284,8.0,23.899999618530273,0.05000000074505806,0.0
157,281440,4,44.29999923706055,22.0,25.70000076293945,4.699999809265137,7.800000190734862,31.10000038146973,0.0,0.0
158,292630,4,11.199999809265137,4.300000190734863,7.699999809265136,2.799999952316284,5.800000190734863,-1.2999999523162842,0.0,0.0
159,118260,8,56.099998474121094,42.79999923706055,9.899999618530272,3.0999999046325684,5.800000190734863,44.400001525878906,0.0,0.0
160,218350,6,33.0,31.20000076293945,18.600000381469727,8.600000381469727,9.699999809265137,31.60000038146973,0.20000000298023224,0.0
161,534870,11,38.400001525878906,11.600000381469727,8.199999809265137,3.900000095367432,9.699999809265137,22.79999923706055,0.0,0.0
162,371710,10,66.5,62.099998474121094,7.099999904632568,3.900000095367432,5.800000190734863,60.599998474121094,0.029999999329447743,0.0
163,238490,7,58.70000076293945,53.099998474121094,5.5,6.400000095367432,11.699999809265135,54.0,0.3499999940395355,0.0
164,430140,2,71.5999984741211,45.29999923706055,3.5999999046325684,3.299999952316284,6.0,60.79999923706055,0.0,0.0
165,360910,8,56.20000076293945,51.9000015258789,18.399999618530273,0.8000000119209291,3.900000095367432,48.599998474121094,0.119999997317791,0.0
166,919480,2,76.69999694824219,73.0999984741211,12.399999618530273,0.699999988079071,2.900000095367432,73.4000015258789,0.0,0.0
167,305420,4,14.899999618530273,-8.399999618530273,31.10000038146973,9.699999809265137,17.5,4.599999904632568,0.009999999776482582,0.0
168,61470,9,56.599998474121094,52.099998474121094,13.100000381469727,16.0,20.0,55.79999923706055,0.0,0.0
169,486200,3,81.5999984741211,75.5999984741211,14.600000381469727,3.0999999046325684,7.0,75.9000015258789,0.0,0.0
170,132240,8,77.0999984741211,61.099998474121094,12.399999618530273,2.799999952316284,5.800000190734863,59.20000076293945,0.0,0.0
171,577660,6,82.0999984741211,75.69999694824219,11.699999809265135,3.299999952316284,7.800000190734862,75.9000015258789,0.009999999776482582,0.0
172,619720,7,72.19999694824219,63.099998474121094,21.0,4.099999904632568,6.0,63.70000076293945,0.0,0.0
173,337770,1,26.60000038146973,19.600000381469727,13.800000190734865,3.0999999046325684,3.900000095367432,24.10000038146973,0.0,0.0
174,601850,7,74.0,67.40000152587889,8.899999618530273,10.199999809265137,12.0,65.09999847412111,0.0,0.0
175,313290,6,59.20000076293945,55.20000076293945,29.70000076293945,2.799999952316284,5.800000190734863,52.5,0.119999997317791,1.0
176,285930,12,-8.699999809265137,-12.5,17.399999618530273,2.5,5.800000190734863,-18.899999618530273,0.0,0.0
177,483760,8,82.9000015258789,70.5999984741211,4.400000095367432,8.100000381469727,15.0,77.5,0.0,0.0
178,307130,8,59.29999923706055,55.5,19.600000381469727,5.300000190734863,11.699999809265135,51.099998474121094,0.05000000074505806,1.0
179,918430,5,74.4000015258789,66.30000305175781,19.5,4.800000190734863,11.100000381469727,63.29999923706055,0.0,0.0
180,943400,4,72.9000015258789,46.0,31.10000038146973,1.899999976158142,1.899999976158142,58.099998474121094,0.0,0.0
181,305540,2,-3.5999999046325684,-13.600000381469727,17.299999237060547,5.0,13.600000381469727,-16.799999237060547,0.0,0.0
182,858740,5,38.79999923706055,32.900001525878906,14.600000381469727,25.899999618530273,35.0,35.599998474121094,0.20000000298023224,0.0
183,607600,5,73.30000305175781,53.9000015258789,4.0,19.600000381469727,25.10000038146973,66.90000152587889,0.0,0.0
184,236290,6,40.099998474121094,29.0,12.399999618530273,10.0,11.699999809265135,33.799999237060554,0.029999999329447743,0.0
185,320980,4,30.60000038146973,29.5,2.799999952316284,11.899999618530273,13.600000381469727,29.29999923706055,0.0,1.0
186,585560,3,48.0,36.099998474121094,11.600000381469727,1.899999976158142,5.800000190734863,38.70000076293945,0.0,0.0
187,783680,12,74.5,65.0,6.800000190734863,5.0,11.699999809265135,62.4000015258789,0.0,0.0
188,610360,6,90.0999984741211,71.9000015258789,9.199999809265137,6.0,12.0,81.0,0.0,0.0
189,286420,5,35.400001525878906,21.100000381469727,6.199999809265137,8.600000381469727,15.5,25.899999618530273,0.0,0.0
190,587150,8,85.69999694824219,74.69999694824219,11.699999809265135,2.799999952316284,5.800000190734863,77.9000015258789,0.0,0.0
191,336580,8,64.30000305175781,52.9000015258789,4.400000095367432,7.5,11.699999809265135,53.599998474121094,0.0,0.0
192,337230,8,68.59999847412111,52.20000076293945,13.300000190734865,3.5999999046325684,7.800000190734862,57.70000076293945,0.1599999964237213,0.0
193,585560,4,60.099998474121094,49.29999923706055,11.800000190734865,3.0999999046325684,5.800000190734863,46.0,0.0,0.0
194,919480,7,69.0,66.40000152587889,9.199999809265137,14.300000190734865,16.899999618530273,63.5,0.75,0.0
195,21420,10,34.59999847412109,33.09999847412109,6.400000095367432,3.299999952316284,5.099999904632568,33.09999847412109,0.03999999910593033,0.0
196,431500,7,81.9000015258789,76.4000015258789,4.099999904632568,6.199999809265137,15.899999618530273,76.30000305175781,0.03999999910593033,0.0
197,302300,7,67.30000305175781,62.5,26.10000038146973,6.699999809265137,15.5,51.29999923706055,0.0,0.0
198,61190,1,35.09999847412109,34.0,0.8999999761581422,12.199999809265135,18.100000381469727,33.09999847412109,0.019999999552965164,1.0
199,167320,1,53.29999923706055,45.0,10.699999809265137,3.0999999046325684,12.0,47.29999923706055,0.0,0.0
200,673350,6,64.40000152587889,60.599998474121094,14.5,0.6000000238418579,3.900000095367432,54.0,0.0,1.0
201,29450,7,59.599998474121094,54.0,14.600000381469727,4.0,6.0,55.20000076293945,0.0,0.0
202,255380,8,50.79999923706055,40.900001525878906,25.70000076293945,4.400000095367432,11.699999809265135,40.099998474121094,0.009999999776482582,0.0
203,506030,9,49.79999923706055,37.400001525878906,18.600000381469727,1.899999976158142,5.800000190734863,37.900001525878906,0.0,0.0
204,601550,11,63.4000015258789,61.20000076293945,4.300000190734863,8.699999809265137,14.0,59.9000015258789,0.03999999910593033,0.0
205,543080,4,45.0,21.799999237060547,18.600000381469727,2.200000047683716,3.900000095367432,31.60000038146973,0.0,0.0
206,514950,6,71.0,41.900001525878906,18.600000381469727,6.400000095367432,17.5,50.9000015258789,0.0,0.0
207,595590,8,81.80000305175781,74.9000015258789,17.299999237060547,4.199999809265137,7.800000190734862,75.5999984741211,0.03999999910593033,0.0
208,573780,6,83.80000305175781,70.9000015258789,10.199999809265137,8.899999618530273,11.699999809265135,72.30000305175781,0.0,0.0
209,150850,5,49.29999923706055,45.70000076293945,7.5,6.900000095367432,15.5,44.599998474121094,0.0,0.0
210,573990,9,74.0999984741211,61.29999923706055,17.799999237060547,1.399999976158142,5.800000190734863,61.5,0.0,0.0
211,619700,2,80.69999694824219,76.69999694824219,12.399999618530273,10.199999809265137,15.899999618530273,77.4000015258789,0.0,0.0
212,343040,9,68.40000152587889,55.29999923706055,16.899999618530273,5.800000190734863,13.600000381469727,61.5,0.0,0.0
213,172340,1,50.099998474121094,41.599998474121094,16.899999618530273,2.400000095367432,4.099999904632568,43.900001525878906,0.019999999552965164,0.0
214,70020,7,63.0,59.5,11.0,11.699999809265135,14.0,60.4000015258789,0.1599999964237213,0.0
215,292820,8,59.0,42.70000076293945,9.800000190734863,0.6000000238418579,1.899999976158142,44.20000076293945,0.0,1.0
216,155110,4,52.599998474121094,38.5,12.399999618530273,1.7000000476837158,3.900000095367432,40.599998474121094,0.0,0.0
217,470200,1,-0.6000000238418579,-7.5,8.899999618530273,0.6000000238418579,1.899999976158142,-13.899999618530273,0.0,0.0
218,73140,9,61.9000015258789,59.29999923706055,14.600000381469727,13.399999618530273,15.899999618530273,59.0,0.0,0.0
219,375530,10,54.599998474121094,44.0,12.399999618530273,1.7000000476837158,5.800000190734863,48.20000076293945,0.0,0.0
220,306730,1,-23.10000038146973,-28.0,20.399999618530273,0.30000001192092896,1.899999976158142,-33.299999237060554,0.0,0.0
221,506580,5,57.79999923706055,38.5,16.899999618530273,6.400000095367432,11.699999809265135,46.0,0.0,0.0
222,508440,12,-4.099999904632568,-16.299999237060547,10.699999809265137,6.099999904632568,7.800000190734862,-12.100000381469727,0.0,0.0
223,346910,1,15.5,2.5999999046325684,12.399999618530273,22.200000762939453,27.20000076293945,11.5,0.0,0.0
224,962530,4,79.5,74.5999984741211,7.800000190734862,3.900000095367432,8.0,71.4000015258789,0.6700000166893005,0.0
225,230580,1,14.300000190734865,11.0,3.400000095367432,16.200000762939453,17.5,11.300000190734865,0.0,0.0
226,534800,6,68.40000152587889,23.5,18.600000381469727,8.300000190734863,13.600000381469727,45.9000015258789,0.0,0.0
227,596730,9,79.4000015258789,76.0,12.399999618530273,5.800000190734863,11.699999809265135,75.5999984741211,1.9299999475479128,0.0
