station_number,month,mean_temp,mean_dew_point,mean_visibility,mean_wind_speed,max_sustained_wind_speed,max_temperature,total_precipitation,rain
172340,1,50.099998474121094,41.599998474121094,16.899999618530273,2.4000000953674316,4.0999999046325684,43.900001525878906,0.019999999552965164,false
70020,7,63.0,59.5,11.0,11.699999809265137,14.0,60.400001525878906,0.15999999642372131,false
292820,8,59.0,42.700000762939453,9.8000001907348633,0.60000002384185791,1.8999999761581421,44.200000762939453,0.0,true
155110,4,52.599998474121094,38.5,12.399999618530273,1.7000000476837158,3.9000000953674316,40.599998474121094,0.0,false
470200,1,-0.60000002384185791,-7.5,8.8999996185302734,0.60000002384185791,1.8999999761581421,-13.899999618530273,0.0,false
73140,9,61.900001525878906,59.299999237060547,14.600000381469727,13.399999618530273,15.899999618530273,59.0,0.0,false
375530,10,54.599998474121094,44.0,12.399999618530273,1.7000000476837158,5.8000001907348633,48.200000762939453,0.0,false
306730,1,-23.100000381469727,-28.0,20.399999618530273,0.30000001192092896,1.8999999761581421,-33.299999237060547,0.0,false
506580,5,57.799999237060547,38.5,16.899999618530273,6.4000000953674316,11.699999809265137,46.0,0.0,false
508440,12,-4.0999999046325684,-16.299999237060547,10.699999809265137,6.0999999046325684,7.8000001907348633,-12.100000381469727,0.0,false
346910,1,15.5,2.5999999046325684,12.399999618530273,22.200000762939453,27.200000762939453,11.5,0.0,false
962530,4,79.5,74.5999984741211,7.8000001907348633,3.9000000953674316,8.0,71.4000015258789,0.67000001668930054,false
230580,1,14.300000190734863,11.0,3.4000000953674316,16.200000762939453,17.5,11.300000190734863,0.0,false
534800,6,68.4000015258789,23.5,18.600000381469727,8.3000001907348633,13.600000381469727,45.900001525878906,0.0,false
596730,9,79.4000015258789,76.0,12.399999618530273,5.8000001907348633,11.699999809265137,75.5999984741211,1.9299999475479126,false
298760,7,64.699996948242188,52.599998474121094,27.399999618530273,0.30000001192092896,1.8999999761581421,46.599998474121094,0.0,false
670250,11,75.0,68.800003051757812,18.200000762939453,6.6999998092651367,8.0,67.5,0.039999999105930328,false
340090,3,34.5,33.799999237060547,1.1000000238418579,11.699999809265137,13.600000381469727,30.899999618530273,0.0,true
863600,3,69.800003051757812,59.900001525878906,10.899999618530273,4.5999999046325684,8.8999996185302734,60.099998474121094,0.0,false
293560,9,39.900001525878906,30.899999618530273,23.5,0.5,1.8999999761581421,31.5,0.0,false
318290,6,58.0,52.700000762939453,31.100000381469727,3.9000000953674316,7.8000001907348633,47.299999237060547,0.20000000298023224,false
315610,1,-26.399999618530273,-30.899999618530273,1.7000000476837158,1.1000000238418579,3.9000000953674316,-35.5,0.0,false
172020,7,82.4000015258789,45.299999237060547,12.399999618530273,4.1999998092651367,6.0,62.599998474121094,0.0,false
